Latitude,Longitude,District,Community Area,hour,day_of_week,month,is_weekend,primary_type_encoded,Arrest,Domestic
41.863357462,-87.73365426,10.0,29.0,6,3,6,0,0,0,0
42.018311737,-87.675866628,24.0,1.0,12,5,11,1,3,1,0
41.796275711,-87.676802366,9.0,61.0,3,5,8,1,14,0,1
41.853676611,-87.622239838,1.0,33.0,10,0,8,0,2,0,0
41.883228644,-87.764961923,15.0,25.0,17,5,3,1,5,0,0
41.702664473,-87.561930991,4.0,,23,1,1,0,7,1,0
41.863904709,-87.7177897,10.0,29.0,3,6,6,1,7,1,0
41.963534492,-87.651798692,19.0,,14,0,11,0,3,0,0
41.778964377,-87.650841816,7.0,68.0,11,0,12,0,12,0,0
41.901395074,-87.726264083,11.0,23.0,17,5,11,1,6,0,0
41.872899082,-87.694439635,11.0,27.0,1,0,6,0,5,0,1
41.818201166,-87.697540583,9.0,58.0,0,5,7,1,18,0,1
41.90162113,-87.73482447,11.0,23.0,11,1,1,0,3,0,0
41.878317002,-87.621761101,1.0,32.0,10,1,10,0,3,0,0
41.878403702,-87.760433039,15.0,25.0,22,0,11,0,3,0,0
41.756070141,-87.60287492,6.0,69.0,12,2,6,0,14,0,0
41.806210246,-87.641309701,9.0,61.0,7,1,6,0,10,0,0
41.905796414,-87.762568678,25.0,25.0,7,5,1,1,14,0,1
41.774308589,-87.610663654,3.0,42.0,22,6,5,1,7,1,0
41.891694878,-87.626155832,18.0,8.0,14,2,8,0,3,0,0
41.882907496,-87.761630358,15.0,25.0,12,1,5,0,7,1,0
41.732148453,-87.637430415,22.0,71.0,14,0,9,0,7,1,0
41.908430535,-87.638509526,18.0,8.0,12,2,7,0,12,0,0
41.850879469,-87.718630325,10.0,30.0,19,4,12,0,3,0,0
41.90858955,-87.720409803,25.0,23.0,22,3,10,0,5,0,1
41.912375278,-87.673145056,14.0,24.0,12,1,6,0,12,0,0
41.893285756,-87.656538409,12.0,24.0,11,5,5,1,5,0,1
41.706050956,-87.653642344,22.0,73.0,15,4,12,0,14,0,0
41.869453571,-87.654480496,12.0,28.0,19,5,9,1,6,0,0
41.685184204,-87.63416226,5.0,53.0,12,0,8,0,3,0,0
41.878584357,-87.746213401,15.0,25.0,3,6,7,1,0,0,1
41.84790647,-87.663494921,12.0,31.0,7,6,9,1,12,1,0
41.763782081,-87.681895146,8.0,66.0,21,1,7,0,14,0,0
41.928560059,-87.764827971,25.0,,22,1,2,0,3,0,0
41.844542724,-87.702891376,10.0,30.0,12,6,11,1,3,0,0
41.855587983,-87.639059767,12.0,31.0,21,6,11,1,3,0,0
41.708031475,-87.569191376,4.0,51.0,5,0,7,0,0,0,1
41.875462218,-87.709920237,11.0,27.0,14,0,10,0,14,0,0
41.785032143,-87.705733384,8.0,66.0,20,3,3,0,5,0,1
41.928215106,-87.720188899,25.0,22.0,21,0,7,0,3,0,0
41.895003278,-87.62152816,18.0,8.0,9,0,6,0,3,0,0
41.82348259,-87.632689052,9.0,,17,3,7,0,10,1,0
41.880689561,-87.631374096,1.0,32.0,15,1,6,0,14,0,0
41.744954112,-87.659183137,6.0,71.0,1,4,8,0,12,0,0
41.922117,-87.675006825,14.0,22.0,8,2,5,0,3,0,0
41.917975494,-87.770944052,25.0,19.0,19,1,12,0,4,0,0
41.781277428,-87.615652432,3.0,42.0,14,3,11,0,5,0,1
41.892310986,-87.723551439,11.0,23.0,9,6,4,1,5,0,1
41.772180035,-87.664767278,7.0,,21,3,4,0,6,0,0
41.942848288,-87.769086168,16.0,15.0,16,1,11,0,5,0,0
41.765007953,-87.654263054,7.0,,22,4,1,0,14,0,0
41.87102515,-87.699462651,11.0,27.0,19,0,11,0,7,1,0
41.722281972,-87.662702304,22.0,73.0,20,0,3,0,7,1,0
41.753021779,-87.664716919,6.0,71.0,2,5,6,1,14,0,0
41.953552346,-87.7357763,17.0,16.0,14,3,8,0,3,0,0
41.830677183,-87.651698101,9.0,60.0,8,3,6,0,3,0,0
41.78517586,-87.618982288,3.0,40.0,13,0,8,0,5,0,1
41.976083984,-87.649995274,20.0,3.0,7,1,6,0,5,0,1
41.879901506,-87.696253666,11.0,27.0,13,4,9,0,7,1,0
41.861525971,-87.650867632,12.0,28.0,3,3,11,0,6,0,0
41.878370307,-87.707248137,11.0,27.0,13,3,10,0,3,0,0
41.772447332,-87.646346809,7.0,68.0,19,1,10,0,5,0,1
41.798496258,-87.696374776,9.0,63.0,21,2,10,0,8,1,0
41.969211609,-87.763459102,16.0,11.0,9,4,6,0,3,0,1
41.926231713,-87.633888347,19.0,7.0,13,5,11,1,3,0,0
41.682307027,-87.651794628,5.0,53.0,10,0,1,0,10,0,1
41.84471212,-87.693820974,10.0,30.0,15,4,7,0,10,1,1
41.97503003,-87.706217742,17.0,13.0,5,5,5,1,12,0,0
41.887232016,-87.764309458,15.0,25.0,7,1,9,0,7,1,0
41.916431943,-87.702059416,14.0,22.0,12,5,1,1,4,0,0
41.854644023,-87.705335936,10.0,29.0,16,2,7,0,3,0,1
41.834042232,-87.674368991,9.0,59.0,17,3,1,0,3,1,0
42.003704878,-87.659379737,24.0,1.0,0,1,2,0,0,0,0
41.903505509,-87.631432802,18.0,8.0,23,5,10,1,6,0,0
41.891791478,-87.620917415,18.0,8.0,22,0,11,0,3,1,0
41.653184025,-87.604814284,5.0,54.0,21,2,9,0,10,1,1
41.766018288,-87.582033285,3.0,43.0,23,4,6,0,12,0,0
41.90316534,-87.629210442,18.0,8.0,1,6,5,1,3,0,0
41.870920735,-87.709461362,11.0,27.0,18,6,2,1,5,0,1
41.972612615,-87.722032228,17.0,14.0,22,4,9,0,5,0,1
41.982429708,-87.671263298,20.0,,5,5,1,1,3,0,0
41.964351639,-87.661000678,19.0,3.0,3,3,4,0,0,0,0
41.916119748,-87.687373212,14.0,22.0,12,3,3,0,5,0,0
41.760256249,-87.56639861,3.0,43.0,7,2,11,0,0,0,0
41.735474228,-87.607219164,6.0,44.0,1,1,9,0,6,0,0
41.918948061,-87.649756424,18.0,7.0,23,6,10,1,3,0,0
41.770702367,-87.569896036,3.0,43.0,20,5,2,1,0,0,0
41.78169509,-87.609612773,3.0,42.0,18,6,5,1,7,1,0
41.951495421,-87.665771472,19.0,6.0,21,5,6,1,0,0,0
41.83786051,-87.659874973,9.0,60.0,19,1,7,0,12,0,0
41.738692247,-87.654631965,6.0,71.0,12,1,12,0,12,0,0
41.689824387,-87.626456355,5.0,49.0,0,2,6,0,0,0,0
41.687672061,-87.663438962,22.0,75.0,14,5,6,1,12,0,0
41.852784986,-87.710158846,10.0,30.0,13,0,12,0,3,0,0
41.78884005,-87.619073616,2.0,40.0,21,0,1,0,7,1,0
41.775975921,-87.718924496,8.0,65.0,15,3,7,0,3,0,0
41.908738942,-87.677414664,14.0,24.0,19,0,11,0,3,0,0
41.881665677,-87.754227282,15.0,25.0,10,5,3,1,5,0,1
41.784804488,-87.614439773,3.0,42.0,21,5,5,1,4,0,0
41.73974116,-87.578195588,4.0,45.0,16,1,12,0,2,0,0
41.883107519,-87.626944591,1.0,,12,3,5,0,3,0,0
41.711746499,-87.621634453,5.0,49.0,14,0,10,0,7,1,0
41.783418926,-87.61448825,3.0,42.0,4,2,3,0,5,0,1
41.780815029,-87.701385798,8.0,66.0,18,4,11,0,7,1,0
41.855014572,-87.725238294,10.0,29.0,15,2,1,0,7,1,0
41.808171451,-87.681977484,9.0,61.0,22,3,1,0,7,1,0
41.799535754,-87.589857058,2.0,41.0,17,5,3,1,2,0,0
41.844026941,-87.622100808,1.0,35.0,15,2,2,0,10,0,0
41.975763182,-87.70680264,17.0,13.0,2,3,12,0,5,1,0
41.875303221,-87.761639384,15.0,,3,2,2,0,7,1,0
41.920951632,-87.716183492,14.0,22.0,4,6,6,1,0,0,1
41.748484317,-87.667358526,6.0,71.0,11,1,1,0,7,1,0
41.850424032,-87.627029017,1.0,33.0,13,3,5,0,13,0,0
41.767363413,-87.581258802,3.0,43.0,17,4,9,0,14,1,0
41.729195112,-87.656651604,22.0,,18,6,5,1,0,0,0
41.994960755,-87.692238068,24.0,2.0,15,0,9,0,12,0,0
41.938316033,-87.718544791,25.0,21.0,0,5,10,1,4,0,0
41.965652963,-87.719396168,17.0,14.0,18,1,11,0,3,0,0
41.75327013,-87.581056863,4.0,,0,0,1,0,5,0,1
41.769668779,-87.58886769,3.0,43.0,23,3,4,0,13,0,0
41.876215098,-87.631602984,1.0,,17,3,6,0,0,0,0
41.797571805,-87.760001967,8.0,56.0,11,5,11,1,10,0,0
41.777052285,-87.649571585,7.0,68.0,15,5,5,1,5,0,1
41.720831336,-87.537706471,4.0,52.0,8,3,3,0,4,0,0
41.768434159,-87.674282046,7.0,67.0,17,0,5,0,7,1,0
41.763464626,-87.638939503,7.0,68.0,21,4,6,0,15,1,0
41.767812898,-87.593852468,3.0,69.0,18,3,4,0,5,0,0
41.760767399,-87.66492241,7.0,67.0,0,3,5,0,12,0,0
41.885393253,-87.663547848,12.0,28.0,1,5,4,1,3,0,0
41.895527369,-87.649517729,12.0,24.0,12,3,9,0,3,0,0
41.768533683,-87.61533261,3.0,69.0,9,2,12,0,6,0,0
41.862008217,-87.711636839,10.0,29.0,15,4,11,0,7,1,0
41.73887027,-87.648558791,6.0,71.0,4,6,10,1,5,0,1
41.788257961,-87.6510806,7.0,68.0,13,0,5,0,7,1,0
41.858941802,-87.71806122,10.0,29.0,9,1,6,0,5,0,0
41.869635658,-87.627331578,1.0,,23,2,10,0,12,0,0
41.97839724,-87.708748088,17.0,13.0,15,6,5,1,2,0,0
41.757648199,-87.562562992,4.0,,15,5,11,1,10,0,0
41.913977228,-87.688967303,14.0,,0,0,4,0,0,0,0
41.922817458,-87.768380794,25.0,19.0,20,0,9,0,5,0,1
41.937919992,-87.649024588,19.0,6.0,14,6,11,1,2,0,0
41.77917161,-87.722776637,8.0,65.0,14,4,9,0,4,0,0
41.791101512,-87.701046418,8.0,63.0,22,5,5,1,7,1,0
41.774487978,-87.602149062,3.0,42.0,0,2,6,0,12,0,0
41.756704562,-87.567547739,4.0,43.0,16,0,3,0,0,0,1
41.812952247,-87.6263257,2.0,,19,6,6,1,0,0,0
41.718783908,-87.536493673,4.0,52.0,1,4,11,0,3,0,0
41.768812713,-87.646150982,7.0,68.0,20,2,8,0,7,1,0
41.979006297,-87.906463155,16.0,76.0,6,5,8,1,3,0,0
41.873807522,-87.69445629,11.0,27.0,10,1,1,0,10,0,1
41.968368389,-87.716586485,17.0,14.0,23,1,8,0,14,1,0
41.742271198,-87.56000975,4.0,46.0,12,3,10,0,5,0,0
41.707920157,-87.629532228,5.0,49.0,22,4,5,0,5,0,1
41.878631263,-87.764808046,15.0,25.0,1,3,1,0,5,0,1
41.720188095,-87.575300047,4.0,51.0,22,0,3,0,6,0,0
41.986710448,-87.777820996,16.0,11.0,23,3,10,0,6,0,0
41.869527301,-87.639268759,1.0,28.0,16,0,1,0,3,0,0
41.907312876,-87.712633869,14.0,23.0,3,6,12,1,5,0,1
41.882177064,-87.68023491,12.0,28.0,23,3,8,0,5,0,1
41.911064107,-87.689679942,14.0,24.0,7,3,2,0,3,0,1
41.889769644,-87.680587275,12.0,,9,3,11,0,3,0,0
41.886190872,-87.624527215,1.0,32.0,4,0,10,0,3,0,0
41.844952634,-87.614746734,1.0,35.0,13,3,11,0,4,0,0
41.935590788,-87.767610202,25.0,19.0,8,0,6,0,12,0,0
41.941140437,-87.728474848,17.0,16.0,14,0,2,0,4,1,0
41.808981361,-87.606551046,2.0,38.0,14,2,3,0,3,1,0
41.887795397,-87.767249835,15.0,25.0,1,6,8,1,14,0,0
41.802660667,-87.662381948,9.0,61.0,14,2,10,0,3,0,0
41.828499363,-87.64361241,9.0,60.0,15,2,9,0,5,0,1
41.706925939,-87.642064186,22.0,49.0,21,2,5,0,15,1,0
41.865816799,-87.65437212,12.0,28.0,14,3,3,0,3,0,0
41.774216207,-87.59016054,3.0,42.0,7,4,5,0,5,0,1
41.850657231,-87.612880723,1.0,33.0,11,1,5,0,2,0,0
41.747258217,-87.558879869,4.0,46.0,8,3,8,0,12,0,0
41.782132982,-87.702010828,8.0,66.0,8,3,5,0,0,0,0
41.909307068,-87.80576669,25.0,25.0,0,1,8,0,3,0,0
41.928511148,-87.691996145,14.0,,3,1,2,0,5,0,0
41.883051873,-87.652720777,12.0,28.0,17,4,10,0,0,0,0
41.784900274,-87.629017298,3.0,68.0,16,0,4,0,5,0,0
41.763274092,-87.59261436,3.0,43.0,0,4,8,0,5,0,1
41.919707639,-87.731532278,25.0,20.0,2,0,7,0,5,0,1
41.694731405,-87.681252273,22.0,75.0,21,6,8,1,4,0,0
41.737240126,-87.721514192,8.0,70.0,23,4,10,0,7,1,0
41.754463348,-87.579716231,4.0,43.0,6,1,12,0,2,0,0
41.887042674,-87.648679081,12.0,28.0,17,6,1,1,4,0,0
41.983373861,-87.695524775,20.0,2.0,14,4,4,0,3,0,0
41.958203455,-87.730986389,17.0,16.0,0,1,5,0,4,0,0
41.906406622,-87.763320005,25.0,25.0,16,2,6,0,10,0,0
41.881132017,-87.688581334,12.0,28.0,18,4,7,0,19,1,0
41.955884272,-87.773202783,16.0,15.0,20,3,12,0,12,0,0
41.91164746,-87.771539667,25.0,25.0,11,1,7,0,12,0,0
41.909339178,-87.768664973,25.0,25.0,6,6,1,1,14,0,1
41.687619615,-87.559412506,4.0,51.0,7,2,10,0,3,0,0
41.992689086,-87.798416795,16.0,10.0,22,3,9,0,3,0,0
41.813931232,-87.626208552,2.0,38.0,8,5,4,1,0,0,0
41.902895686,-87.711809731,14.0,,16,2,1,0,6,0,0
41.949328733,-87.651968415,19.0,6.0,2,3,6,0,6,0,0
41.909664252,-87.742728815,25.0,25.0,17,4,8,0,3,1,0
41.867513797,-87.686893519,11.0,28.0,0,1,5,0,0,0,0
41.882597179,-87.75392142,15.0,25.0,0,0,1,0,3,0,0
41.972764153,-87.70737629,17.0,14.0,21,1,8,0,4,0,0
41.751652164,-87.661857961,6.0,71.0,21,0,4,0,5,0,0
41.881021315,-87.701747089,11.0,27.0,11,1,10,0,3,0,0
41.752167383,-87.664088112,6.0,,18,6,4,1,5,1,1
41.917672978,-87.646242759,18.0,,16,1,1,0,0,0,0
41.910213315,-87.697546787,14.0,24.0,0,4,3,0,10,1,0
41.879611136,-87.709343791,11.0,27.0,10,5,8,1,0,0,0
41.752996613,-87.702486995,8.0,70.0,3,3,6,0,0,0,0
41.760349725,-87.608701781,3.0,69.0,6,4,9,0,6,0,0
41.710959699,-87.535282823,4.0,52.0,8,1,3,0,14,0,0
41.72958583,-87.643440574,22.0,71.0,12,2,4,0,7,1,0
41.764207137,-87.589638265,3.0,43.0,3,5,7,1,5,1,1
41.762161498,-87.562813204,3.0,43.0,12,5,2,1,5,0,0
41.905319751,-87.692011564,14.0,24.0,5,2,5,0,26,0,0
41.867766995,-87.70082388,11.0,29.0,0,5,3,1,0,0,0
41.803627244,-87.730811568,8.0,57.0,7,1,6,0,4,0,0
41.816462157,-87.688342625,9.0,58.0,11,6,1,1,15,0,0
41.787452678,-87.620156053,2.0,40.0,4,3,11,0,0,0,0
41.928950199,-87.735208509,25.0,20.0,13,4,8,0,3,0,0
41.883500187,-87.627876698,1.0,32.0,12,6,3,1,2,0,0
41.967728962,-87.654802316,19.0,3.0,9,2,4,0,14,0,1
41.79751977,-87.619443,2.0,,9,3,9,0,5,0,1
41.947802576,-87.664034506,19.0,6.0,13,2,4,0,0,0,0
41.735124271,-87.669126961,22.0,71.0,16,3,2,0,0,0,0
41.866517317,-87.695178701,11.0,29.0,3,2,10,0,5,1,1
42.004099433,-87.778751446,16.0,12.0,16,4,4,0,0,0,0
41.695350695,-87.69034134,22.0,75.0,21,6,3,1,3,0,0
41.905290267,-87.732215052,25.0,23.0,13,4,10,0,2,0,0
41.759793778,-87.590829108,3.0,43.0,10,3,2,0,5,0,0
41.813803157,-87.704715262,8.0,58.0,21,1,1,0,3,0,0
41.721833322,-87.585141658,5.0,50.0,19,0,12,0,15,1,0
41.986380889,-87.836436019,16.0,,7,3,5,0,0,0,0
41.849045571,-87.708829783,10.0,30.0,15,4,4,0,5,0,0
41.731544855,-87.654428774,22.0,73.0,16,4,2,0,26,0,0
41.851929357,-87.693297619,10.0,30.0,22,3,10,0,19,1,0
42.005792599,-87.670112327,24.0,,17,4,9,0,5,0,0
41.854940027,-87.707781367,10.0,29.0,23,0,4,0,14,0,0
41.897384323,-87.637038836,18.0,8.0,6,1,4,0,3,0,0
41.934435162,-87.720496848,25.0,21.0,22,0,8,0,5,0,1
41.889453169,-87.627994833,18.0,8.0,21,5,4,1,3,0,0
41.936441321,-87.746792978,25.0,19.0,10,3,7,0,10,0,0
41.887333937,-87.76328025,15.0,25.0,3,5,3,1,4,0,0
41.883014849,-87.684732239,12.0,28.0,2,6,7,1,0,0,1
41.839410287,-87.646313633,9.0,60.0,13,0,10,0,5,0,0
41.757172467,-87.586094738,4.0,43.0,8,3,9,0,5,0,1
41.684780671,-87.625178976,5.0,,15,1,2,0,5,0,0
41.967189655,-87.660150847,19.0,3.0,21,1,3,0,12,0,0
41.970692339,-87.753910674,16.0,11.0,0,0,8,0,5,1,1
41.767822898,-87.591997522,3.0,43.0,22,2,3,0,0,1,0
41.805343087,-87.743097373,8.0,,22,4,3,0,19,1,0
41.876891751,-87.741517829,11.0,25.0,18,3,8,0,14,0,0
41.865669877,-87.721499106,10.0,29.0,18,3,5,0,7,1,0
41.778730518,-87.684849239,8.0,66.0,20,1,11,0,13,1,0
41.8875906,-87.618356606,1.0,32.0,12,0,2,0,14,0,0
41.935570221,-87.71927314,25.0,,20,4,3,0,6,0,0
41.893110785,-87.751828382,15.0,25.0,0,3,9,0,0,0,0
41.80322946,-87.650397317,9.0,,3,5,8,1,4,0,0
41.996866019,-87.655592844,24.0,77.0,22,1,4,0,4,0,0
41.918155398,-87.720307252,25.0,22.0,1,0,1,0,5,0,1
41.814094273,-87.740900411,8.0,56.0,12,4,2,0,3,0,0
41.877913492,-87.761737295,15.0,25.0,16,2,12,0,7,1,0
41.910624936,-87.667997673,14.0,24.0,10,4,9,0,5,0,1
41.785091647,-87.622217216,3.0,40.0,4,2,9,0,5,0,1
41.811447374,-87.667488051,9.0,61.0,0,3,9,0,10,0,1
41.761539675,-87.598165269,3.0,69.0,10,4,12,0,12,0,0
41.703783161,-87.605532421,5.0,50.0,0,4,11,0,5,0,0
41.894044299,-87.747063515,15.0,25.0,5,5,5,1,0,0,0
41.900883883,-87.721982201,11.0,23.0,23,2,2,0,12,0,0
41.757153726,-87.558409062,4.0,,12,1,5,0,19,1,0
41.880537456,-87.74177796,11.0,25.0,23,4,1,0,19,1,0
41.836975341,-87.665726295,9.0,59.0,15,4,11,0,4,0,0
41.887856357,-87.626264274,1.0,32.0,9,4,5,0,10,0,0
41.809057742,-87.635237813,9.0,37.0,20,2,6,0,13,1,0
41.78332963,-87.637423577,7.0,,1,5,6,1,14,0,1
41.877367627,-87.701548062,11.0,27.0,22,6,7,1,6,0,0
42.014382179,-87.674928273,24.0,1.0,22,4,4,0,19,1,0
41.789518558,-87.659614812,7.0,67.0,20,2,1,0,10,1,0
41.771623524,-87.706238027,8.0,66.0,13,4,9,0,12,0,0
41.902619325,-87.645067068,18.0,8.0,3,6,4,1,3,0,0
41.918070909,-87.666729872,14.0,22.0,0,0,6,0,10,0,0
41.774514564,-87.692055195,8.0,66.0,17,6,8,1,3,0,0
41.736708219,-87.558339802,4.0,46.0,9,0,1,0,0,0,1
41.925409151,-87.758656735,25.0,19.0,8,2,6,0,15,1,0
41.74417256,-87.568554125,4.0,46.0,9,4,9,0,14,0,0
41.893281677,-87.627596446,18.0,8.0,18,1,6,0,12,0,0
41.738530207,-87.56238494,4.0,46.0,22,2,7,0,4,0,0
41.931130911,-87.776488045,25.0,19.0,23,0,4,0,12,0,0
41.752214499,-87.660877266,6.0,71.0,7,0,12,0,14,0,0
41.909765589,-87.676507749,14.0,24.0,16,3,7,0,5,1,0
41.998847096,-87.680169018,24.0,2.0,14,6,12,1,5,0,0
41.765783207,-87.57258256,3.0,43.0,2,1,6,0,0,0,0
41.737611425,-87.647311762,6.0,71.0,18,0,3,0,14,0,0
41.742273684,-87.546631669,4.0,46.0,8,6,8,1,14,0,0
41.967046108,-87.746508648,17.0,16.0,17,1,6,0,10,0,1
41.940135871,-87.724805129,17.0,21.0,15,4,5,0,3,0,0
41.902451022,-87.775378157,25.0,25.0,6,2,8,0,3,0,0
41.866489128,-87.639220853,1.0,28.0,11,5,2,1,3,0,0
41.771202425,-87.680885275,8.0,66.0,6,2,6,0,12,1,0
41.854436926,-87.724983152,10.0,,11,2,3,0,0,0,0
41.876744638,-87.748154318,15.0,25.0,14,6,2,1,7,1,0
41.847100183,-87.712427154,10.0,30.0,0,6,7,1,5,0,1
41.721895856,-87.613841024,6.0,49.0,8,2,6,0,5,1,0
41.753099617,-87.672001817,6.0,71.0,17,6,7,1,0,0,0
41.899624363,-87.712789143,11.0,23.0,23,2,9,0,10,0,1
41.983586494,-87.77196329,16.0,,22,6,2,1,13,1,0
41.779201432,-87.649633081,7.0,68.0,18,0,10,0,14,0,0
41.753803809,-87.618216138,6.0,69.0,16,5,9,1,0,0,0
41.952543834,-87.663437145,19.0,6.0,17,2,9,0,3,0,0
42.005076826,-87.699829872,24.0,2.0,23,6,7,1,14,0,0
41.681522633,-87.635413615,5.0,53.0,22,2,2,0,10,0,0
41.887979548,-87.773465835,15.0,25.0,18,6,10,1,3,0,0
41.85739449,-87.623920252,1.0,33.0,9,1,7,0,5,0,1
41.791764808,-87.658454507,7.0,67.0,12,3,11,0,7,1,0
41.801181128,-87.627962486,2.0,40.0,19,6,11,1,13,1,0
41.76834353,-87.682453842,8.0,66.0,23,1,4,0,14,1,0
42.00043363,-87.669237192,24.0,1.0,18,0,9,0,0,0,0
41.825067003,-87.662265465,9.0,,16,2,3,0,4,0,0
41.81178679,-87.662620522,9.0,61.0,18,4,4,0,6,1,0
41.872494772,-87.684974459,12.0,28.0,13,4,5,0,3,0,0
41.701785801,-87.540090843,4.0,52.0,4,6,9,1,0,0,0
41.749742298,-87.648864693,6.0,71.0,18,1,10,0,2,0,0
41.910568715,-87.728800291,25.0,23.0,0,4,3,0,3,0,0
41.911481436,-87.788338181,25.0,25.0,17,1,10,0,0,0,0
41.806145915,-87.684356439,9.0,61.0,16,5,9,1,3,0,0
41.949250249,-87.709113572,17.0,16.0,1,6,10,1,3,0,0
41.761419077,-87.604218072,3.0,69.0,3,6,10,1,5,0,0
41.6816127,-87.626798828,5.0,53.0,15,1,10,0,0,0,0
41.929743818,-87.684273777,14.0,22.0,18,5,1,1,3,0,0
41.905677159,-87.695578685,14.0,24.0,18,4,5,0,7,1,0
41.883744477,-87.733122135,11.0,26.0,1,3,5,0,10,1,1
41.756141682,-87.569977,4.0,43.0,0,4,2,0,0,0,0
41.926287021,-87.785547998,25.0,19.0,10,6,1,1,3,1,0
41.925886611,-87.678679535,14.0,22.0,9,6,11,1,0,0,0
41.895675136,-87.628569146,18.0,8.0,17,0,5,0,3,0,0
41.896170993,-87.724888429,11.0,23.0,0,1,7,0,12,0,0
41.82263955,-87.690305814,9.0,58.0,10,4,7,0,3,0,0
41.800881053,-87.627808072,2.0,,11,2,4,0,14,0,0
41.699184762,-87.61354863,5.0,49.0,18,3,7,0,0,0,0
41.682197673,-87.620645926,5.0,53.0,22,0,9,0,7,1,0
41.879667054,-87.63696315,1.0,32.0,10,3,9,0,3,0,0
41.765138728,-87.648554452,7.0,68.0,16,4,3,0,15,1,0
41.939748124,-87.664945731,19.0,6.0,20,4,12,0,3,0,0
41.761374517,-87.560047985,3.0,43.0,3,4,5,0,0,1,1
41.994662503,-87.698318226,24.0,2.0,21,3,5,0,5,0,1
41.899540054,-87.640009077,18.0,8.0,19,1,3,0,5,0,1
41.909060157,-87.72894678,25.0,23.0,3,3,6,0,6,0,0
41.779975054,-87.630937377,7.0,68.0,23,0,12,0,20,1,0
42.000332475,-87.679340769,24.0,2.0,2,2,3,0,5,0,1
41.876760413,-87.640512384,1.0,28.0,13,2,8,0,10,0,0
41.748050528,-87.650033333,6.0,71.0,10,5,12,1,4,0,0
41.895770698,-87.764578931,15.0,25.0,20,6,11,1,5,0,0
41.906356696,-87.775505789,25.0,25.0,12,5,12,1,0,0,1
41.769705402,-87.651812425,7.0,68.0,9,5,1,1,3,0,0
41.729456696,-87.636140609,22.0,71.0,23,6,9,1,14,0,1
41.771800653,-87.650653815,7.0,68.0,16,2,7,0,5,1,1
41.927597466,-87.806380383,25.0,18.0,11,1,1,0,4,0,0
41.973821789,-87.717732731,17.0,13.0,12,1,6,0,3,0,0
41.810998179,-87.632572017,9.0,37.0,3,5,1,1,5,1,1
41.776012647,-87.592970061,3.0,42.0,22,2,3,0,12,0,0
41.90291958,-87.697626498,12.0,24.0,11,5,1,1,14,0,1
41.908693061,-87.722840824,25.0,23.0,17,0,4,0,3,0,0
41.819424749,-87.611128798,2.0,38.0,8,0,1,0,0,0,1
41.744953854,-87.659139167,6.0,71.0,12,1,4,0,5,0,1
41.939134718,-87.645648542,19.0,6.0,21,3,3,0,3,0,0
41.968864189,-87.719490358,17.0,14.0,19,4,2,0,10,0,1
41.974031676,-87.659806667,20.0,3.0,16,4,5,0,13,1,0
41.799527102,-87.662451312,9.0,61.0,20,1,2,0,10,1,0
41.847496508,-87.713656519,10.0,30.0,23,5,8,1,5,0,0
41.707027472,-87.63435046,22.0,49.0,17,0,8,0,14,1,1
41.9206596,-87.740444827,25.0,20.0,19,0,8,0,4,0,0
41.769450991,-87.608888958,3.0,42.0,13,5,7,1,0,0,0
41.757614433,-87.586115266,4.0,43.0,18,3,8,0,3,1,0
41.804775828,-87.619472488,2.0,38.0,22,4,1,0,19,1,0
41.739265865,-87.604893749,6.0,44.0,14,0,7,0,3,1,0
41.892071373,-87.763454823,15.0,25.0,2,5,10,1,3,0,0
41.884074783,-87.721867046,11.0,26.0,8,3,9,0,7,1,0
41.750515364,-87.613697427,6.0,44.0,10,5,1,1,0,1,0
41.755669188,-87.636857533,6.0,69.0,7,4,7,0,0,0,1
41.762161498,-87.562813204,3.0,43.0,13,4,11,0,5,0,1
41.9116839,-87.745917518,25.0,25.0,9,5,12,1,2,0,0
41.767726292,-87.663867778,7.0,67.0,15,4,7,0,3,0,0
41.759655503,-87.563154726,3.0,43.0,10,5,11,1,14,0,0
41.855235085,-87.653929781,12.0,31.0,1,3,7,0,0,1,0
41.89647269,-87.647895186,12.0,,1,5,9,1,0,1,0
41.884485203,-87.62874355,1.0,32.0,13,6,12,1,3,0,0
41.771409281,-87.617023505,3.0,69.0,22,3,1,0,14,0,1
41.955741758,-87.707362747,17.0,16.0,17,0,1,0,3,0,0
41.893852746,-87.763527137,15.0,25.0,12,5,12,1,7,1,0
41.731229192,-87.654417444,22.0,73.0,16,1,2,0,4,0,0
41.693453298,-87.626603357,5.0,49.0,0,3,7,0,14,1,1
41.702755937,-87.564112433,4.0,51.0,23,4,6,0,3,0,0
41.772798947,-87.574028366,3.0,43.0,13,6,10,1,14,0,1
41.795554955,-87.781906198,8.0,56.0,4,4,7,0,0,0,0
41.949664231,-87.68819262,19.0,,20,1,8,0,9,1,0
41.88145568,-87.647346976,12.0,28.0,23,0,2,0,3,1,0
41.967705806,-87.680626961,19.0,,20,0,3,0,3,0,0
41.894563504,-87.622745105,18.0,8.0,14,2,12,0,3,0,0
41.905675659,-87.637657745,18.0,8.0,0,0,4,0,12,0,0
41.920720696,-87.742715056,25.0,,2,5,12,1,0,1,0
41.995400569,-87.658378462,24.0,77.0,22,2,4,0,0,0,0
41.887289811,-87.658908031,12.0,28.0,6,1,10,0,0,0,0
